# source: Mustafa Insel, 1990 PhD thesis, Figure 359
# source_location: printed page 358; PDF page 368
# source-only two-pass trace; no michell output used in extraction or reconciliation
figure,source_printed_page,source_pdf_page,separation_over_length,model,hull,line_style,relative_position_pass_a,relative_position_pass_b,fn_anchor,fn,tau,fn_digitization_uncertainty,tau_digitization_uncertainty,pass_count,adjudication,fn_a,tau_a,fn_b,tau_b,fn_pass_difference,tau_pass_difference,pass_a_x_px,pass_a_y_px,pass_b_x_px,pass_b_y_px
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.585,0.5850000,1.4753668,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5849998,1.4943908,0.5850002,1.4563428,0.0000004,0.0380480,1541.644,824.045,1541.567,843.508
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.590,0.5899999,1.4448892,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5899999,1.4452918,0.5899998,1.4444866,0.0000001,0.0008052,1552.022,848.948,1551.933,849.512
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.595,0.5950000,1.4335507,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.5950000,1.4297674,0.5950000,1.4373341,0.0000000,0.0075668,1562.400,856.822,1562.300,853.134
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.600,0.6000001,1.4174225,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6000001,1.4355797,0.6000002,1.3992654,0.0000001,0.0363143,1572.778,853.874,1572.667,872.412
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.605,0.6050000,1.3965893,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6050002,1.3979456,0.6049998,1.3952330,0.0000004,0.0027126,1583.156,872.962,1583.033,874.454
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.610,0.6099999,1.3874395,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6099998,1.3840576,0.6100000,1.3908215,0.0000002,0.0067639,1593.533,880.006,1593.400,876.688
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.615,0.6150001,1.3743369,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6149999,1.3720209,0.6150002,1.3766528,0.0000002,0.0046319,1603.911,886.111,1603.767,883.863
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.620,0.6199999,1.3516455,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6200001,1.3518139,0.6199998,1.3514771,0.0000002,0.0003368,1614.289,896.360,1614.133,896.612
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.625,0.6250001,1.3386332,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6250002,1.3278963,0.6250000,1.3493701,0.0000002,0.0214738,1624.667,908.491,1624.500,897.679
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.630,0.6300000,1.3095781,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6299998,1.3103845,0.6300002,1.3087717,0.0000004,0.0016127,1635.044,917.373,1634.867,918.238
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.635,0.6349999,1.3028198,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6349999,1.3013486,0.6349998,1.3042911,0.0000001,0.0029425,1645.422,921.956,1645.233,920.507
359,358,368,0.2,C3,"round-bilge hull, L/B 7",long dashed,upper RBH branch before Fn 0.40; lower shoulder near Fn 0.45; upper main-hump shoulder,highest RBH line on the left shoulder; depressed middle shoulder; upper RBH crest,0.640,0.6400000,1.2703927,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.6400000,1.2715398,0.6400000,1.2692457,0.0000000,0.0022942,1655.800,937.075,1655.600,938.254
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.200,0.2000000,1.0475959,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2000002,1.0473718,0.1999998,1.0478199,0.0000004,0.0004481,742.556,1050.773,743.333,1050.384
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.205,0.2049999,1.0401804,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2049998,1.0416739,0.2050000,1.0386868,0.0000002,0.0029871,752.933,1053.663,753.700,1055.009
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.210,0.2100001,1.0310616,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2099999,1.0297457,0.2100002,1.0323776,0.0000002,0.0026319,763.311,1059.713,764.067,1058.204
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.215,0.2149999,1.0286679,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2150001,1.0288959,0.2149998,1.0284400,0.0000002,0.0004559,773.689,1060.144,774.433,1060.198
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.220,0.2200001,1.0289848,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2200002,1.0290063,0.2200000,1.0289633,0.0000002,0.0000430,784.067,1060.088,784.800,1059.933
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.225,0.2250000,1.0284149,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2249998,1.0292843,0.2250002,1.0275454,0.0000004,0.0017389,794.444,1059.947,795.167,1060.651
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.230,0.2299999,1.0304501,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2299999,1.0289767,0.2299998,1.0319234,0.0000001,0.0029466,804.822,1060.103,805.533,1058.434
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.235,0.2350000,1.0373247,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2350000,1.0369223,0.2350000,1.0377271,0.0000000,0.0008048,815.200,1056.073,815.900,1055.495
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.240,0.2400001,1.0430138,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2400001,1.0432729,0.2400002,1.0427547,0.0000001,0.0005181,825.578,1052.852,826.267,1052.949
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.245,0.2450000,1.0474165,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2450002,1.0481940,0.2449998,1.0466390,0.0000004,0.0015550,835.956,1050.356,836.633,1050.982
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.250,0.2499999,1.0362711,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2499998,1.0207453,0.2500000,1.0517970,0.0000002,0.0310517,846.333,1064.278,847.000,1048.370
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.255,0.2550001,1.0628118,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2549999,1.0627050,0.2550002,1.0629186,0.0000002,0.0002136,856.711,1042.996,857.367,1042.738
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.260,0.2599999,1.0649347,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2600001,1.0651577,0.2599998,1.0647117,0.0000002,0.0004460,867.089,1041.752,867.733,1041.830
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.265,0.2650001,1.0654162,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2650002,1.0656013,0.2650000,1.0652310,0.0000002,0.0003703,877.467,1041.527,878.100,1041.567
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.270,0.2700000,1.0624422,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2699998,1.0631270,0.2700002,1.0617575,0.0000004,0.0013695,887.844,1042.782,888.467,1043.326
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.275,0.2749999,1.0611530,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2749999,1.0615517,0.2749998,1.0607543,0.0000001,0.0007973,898.222,1043.581,898.833,1043.834
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.280,0.2800000,1.0600456,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2800000,1.0597792,0.2800000,1.0603120,0.0000000,0.0005328,908.600,1044.480,909.200,1044.058
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.285,0.2850001,1.0641762,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2850001,1.0642252,0.2850002,1.0641272,0.0000001,0.0000980,918.978,1042.225,919.567,1042.126
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.290,0.2900000,1.0835368,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2900002,1.0823718,0.2899998,1.0847018,0.0000004,0.0023300,929.356,1033.021,929.933,1031.707
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.295,0.2949999,1.0893996,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.2949998,1.0901479,0.2950000,1.0886513,0.0000002,0.0014966,939.733,1029.077,940.300,1029.707
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.300,0.3000001,1.0724572,0.0030000,0.0207537,2,two-pass source-only match; ordinate averaged,0.2999999,1.0517035,0.3000002,1.0932109,0.0000002,0.0415074,950.111,1048.576,950.667,1027.398
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.305,0.3049999,1.0588406,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3050001,1.0589945,0.3049998,1.0586868,0.0000002,0.0003077,960.489,1044.878,961.033,1044.881
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.310,0.3100001,1.1099683,0.0030000,0.0210882,2,two-pass source-only match; ordinate averaged,0.3100002,1.0888801,0.3100000,1.1310565,0.0000002,0.0421764,970.867,1029.720,971.400,1008.233
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.315,0.3150000,1.1065487,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3149998,1.1068533,0.3150002,1.1062441,0.0000004,0.0006092,981.244,1020.604,981.767,1020.798
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.320,0.3199999,1.1102522,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3199999,1.1094460,0.3199998,1.1110585,0.0000001,0.0016125,991.622,1019.289,992.133,1018.360
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.325,0.3250000,1.1172351,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3250000,1.1178943,0.3250000,1.1165758,0.0000000,0.0013185,1002.000,1015.004,1002.500,1015.566
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.330,0.3300001,1.1208278,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3300001,1.1207610,0.3300002,1.1208945,0.0000001,0.0001335,1012.378,1013.550,1012.867,1013.379
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.335,0.3350000,1.1271300,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3350002,1.1272259,0.3349998,1.1270340,0.0000004,0.0001920,1022.756,1010.271,1023.233,1010.270
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.340,0.3399999,1.1488083,0.0030000,0.0223273,2,two-pass source-only match; ordinate averaged,0.3399998,1.1711356,0.3400000,1.1264810,0.0000002,0.0446546,1033.133,988.000,1033.600,1010.550
359,358,368,0.2,C4,"round-bilge hull, L/B 9",dash-dot,near-unity initial RBH branch; middle rising branch; long descending branch after the common hump,near-horizontal lower RBH start; central rising branch; longest descending non-dotted branch,0.345,0.3450001,1.1819219,0.0030000,0.0200000,2,two-pass source-only match; ordinate averaged,0.3449999,1.1869085,0.3450002,1.1769352,0.0000002,0.0099733,1043.511,980.000,1043.967,985.000
